Semester Year Name,Semester Year Letter Cd Concat,Semester Nm,Ungrad Grad Cd,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Student Headcount,Prorated Student Major Cnt Sum,Student Headcount-DEC,Academic Yr
2006 Fall,2006 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,197,192.5,197,2006-07
2006 Fall,2006 D,Fall,U,All,Haas School of Business,Haas School of Business,Business,667,573.3333333,667,2006-07
2006 Fall,2006 D,Fall,U,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,16,16,16,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,335,309.5,335,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,449,441.5,449,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,303,294.5,303,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,362,360,362,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,837,813.5,837,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,268,266,268,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,110,106.3333333,110,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,142,94.5,142,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,571,548,571,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,62,49.5,62,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,570,561,570,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,42,39.5,42,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,22,22,22,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,15,12,15,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,139,117.5,139,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,38,35,38,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,257,212.6666667,257,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,22,19,22,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,189,166,189,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,267,242,267,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,181,163.3333333,181,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,62,55,62,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,61,55.5,61,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,102,74.83333333,102,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,586,540.1666667,586,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,102,89.33333333,102,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,53,39.5,53,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,29,20.66666667,29,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,125,113.5,125,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,13,10,13,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,122,112.3333333,122,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,25,19.5,25,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,222,200.8333333,222,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,127,99.83333333,127,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,13,10.5,13,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,22,18.5,22,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,43,29.16666667,43,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,136,106,136,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,86,74.83333333,86,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,416,386.1666667,416,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,998,920.5,998,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,45,32,45,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,60,54.5,60,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,321,265.6666667,321,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Physical Sciences Pgms,3,3,3,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,137,108.3333333,137,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,90,64.83333333,90,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,31,26.5,31,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,268,244.5,268,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,814,668.8333333,814,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,170,151.5,170,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,25,20.5,25,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,58,52,58,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,468,416.8333333,468,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,608,542.5,608,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,114,97.83333333,114,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,863,738,863,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,665,576.1666667,665,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,508,458.1666667,508,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Undeclared,L&S Undeclared,8431,8431,8431,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,860,767.8333333,860,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,86,81.5,86,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",504,479,504,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,245,239.5,245,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,280,280,280,2006-07
2007 Spring,2007 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,188,182.5,188,2006-07
2007 Spring,2007 B,Spring,U,All,Haas School of Business,Haas School of Business,Business,611,514,611,2006-07
2007 Spring,2007 B,Spring,U,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,4,4,4,2006-07
2007 Fall,2007 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,360,344.5,360,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,466,459,466,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,365,359.3333333,365,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,377,374.5,377,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,862,841,862,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,296,294.5,296,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,110,107,110,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,126,88.83333333,126,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,591,569,591,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,63,52.5,63,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,597,588,597,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,46,45.5,46,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,34,33.5,34,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,1,1,1,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,12,9,12,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,123,106,123,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,43,40,43,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,220,178.8333333,220,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,21,17,21,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,143,132.5,143,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,242,212.6666667,242,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,194,172.3333333,194,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,57,51,57,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,57,51.5,57,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,104,76.66666667,104,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,561,513.8333333,561,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,93,79.33333333,93,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,51,37.33333333,51,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,39,29.33333333,39,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,138,122.3333333,138,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,21,15.5,21,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,122,110.6666667,122,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,28,20,28,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,215,193,215,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,147,118.3333333,147,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,12,9.333333333,12,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,18,14.83333333,18,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,28,19.83333333,28,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,135,108,135,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,63,54.5,63,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,369,337,369,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,866,794.1666667,866,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,43,30.16666667,43,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,58,51.5,58,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,288,246.5,288,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Physical Sciences Pgms,5,5,5,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,141,114.1666667,141,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,80,59,80,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,21,17,21,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,253,229.5,253,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,782,650.5,782,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,139,123.5,139,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,31,25.5,31,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,46,40.5,46,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,434,389.3333333,434,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,620,558.1666667,620,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,91,76.33333333,91,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,880,761.5,880,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,700,608.5,700,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,479,434.6666667,479,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Undeclared,L&S Undeclared,9632,9632,9632,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,805,727.3333333,805,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,114,106.5,114,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",578,551.3333333,578,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,285,275.3333333,285,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,331,331,331,2007-08
2007 Fall,2007 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,216,206.5,216,2007-08
2007 Fall,2007 D,Fall,U,All,Haas School of Business,Haas School of Business,Business,680,593.6666667,680,2007-08
2007 Fall,2007 D,Fall,U,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,8,8,8,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,336,324.5,336,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,416,409.5,416,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,351,345.3333333,351,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,371,368.5,371,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,810,790.5,810,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,269,267.5,269,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,113,110,113,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,115,80.83333333,115,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,543,520.5,543,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,55,47.5,55,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,584,576.5,584,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,48,46.5,48,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,30,29.5,30,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,1,1,1,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,8,5.5,8,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,129,115,129,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,51,47,51,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,247,199.3333333,247,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,20,15.33333333,20,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,172,159.5,172,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,263,231.6666667,263,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,184,164.5,184,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,64,56,64,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,62,55.5,62,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,120,92.33333333,120,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,640,581.8333333,640,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,105,91.33333333,105,2007-08
