Academic Yr,DegLvl,DegLvlDesc,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Student Headcount,Prorated Student Major Cnt Sum
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Bio Sciences Div,Physical Education,2,2
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,2,2
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,12,12
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,19,19
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,12,12
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,24,24
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Asian Studies Grad Grp,9,9
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Demography,2,2
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,2,2
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies Grad Grp,3,3
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Folklore Grad Grp,6,6
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Geography,7,7
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,History,22,22
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Latin Am Stds Grad Grp,6,6
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Linguistics,10,10
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Political Science,20,20
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Psychology,12,12
1992-93,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology,9,9
1992-93,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,3,3
1992-93,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Group,13,13
1992-93,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",20,20
1992-93,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Science & Tox,1,1
1992-93,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Other CNR Programs,1,1
1992-93,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Range Mgmt Grad Grp,1,1
1992-93,2,Masters/Professional,All,Goldman School Pub Pol,Goldman School Pub Pol,Public Policy,38,38
1992-93,2,Masters/Professional,All,Grad School of Education,Grad School of Education,Education,55,54
1992-93,2,Masters/Professional,All,Grad School of Journalism,Grad School of Journalism,Journalism,25,25
1992-93,2,Masters/Professional,All,Haas School of Business,Haas School of Business,Business,286,286
1992-93,2,Masters/Professional,All,I School,I School,Library & Info Studies,78,78
1992-93,2,Masters/Professional,All,School of Law,School of Law,Law,338,338
1992-93,2,Masters/Professional,All,School of Optometry,School of Optometry,Optometry,63,63
1992-93,2,Masters/Professional,All,School of Public Health,School of Public Health,Biostatistics Grad Grp,6,6
1992-93,2,Masters/Professional,All,School of Public Health,School of Public Health,Epidemiology Grad Grp,1,1
1992-93,2,Masters/Professional,All,School of Public Health,School of Public Health,Hlth & Med Sci Grad Grp,24,24
1992-93,2,Masters/Professional,All,School of Public Health,School of Public Health,Public Health,160,160
1992-93,2,Masters/Professional,All,School of Social Welfare,School of Social Welfare,Social Welfare,88,88
1992-93,3,Doctoral,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,20,20
1992-93,3,Doctoral,All,Clg of Chemistry,Clg of Chemistry,Chemistry,54,54
1992-93,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Bioengineering,8,8
1992-93,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,26,26
1992-93,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Comp Sci,65,65
1992-93,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Rsch,12,12
1992-93,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,20,20
1992-93,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,33,33
1992-93,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,8,8
1992-93,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Ocean Eng Grad Grp,1,1
1992-93,3,Doctoral,All,Clg of Env Design,Clg of Env Design,Architecture,3,3
1992-93,3,Doctoral,All,Clg of Env Design,Clg of Env Design,City & Regional Planning,4,4
1992-93,3,Doctoral,All,Clg of Env Design,Clg of Env Design,Landscape Arch & Env Plan,1,1
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Anc Hist Med Arc Grad Grp,1,1
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Classics,4,4
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Comparative Literature,11,11
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,East Asian Lang & Culture,1,1
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,English,22,22
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,French,3,3
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,German,6,6
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,History of Art,4,4
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Italian Studies,1,1
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Music,6,6
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Rel Grad Grp,1,1
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Studies,5,5
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Other Arts & Humanities,1,1
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Philosophy,2,2
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rhetoric,4,4
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Scandinavian,1,1
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Slavic Languages & Lit,6,6
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Spanish & Portuguese,6,6
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Theater Dance & Perf Stds,4,4
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Biophysics Grad Grp,13,13
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Endocrinology Grad Grp,3,3
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Integrative Biology,4,4
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Molecular & Cell Biology,1,1
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Other Bio Sciences Pgms,5,5
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Physical Education,3,3
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Astronomy,4,4
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,7,7
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Logic & Meth Sci Grad Grp,3,3
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,36,36
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,42,42
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,8,8
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,17,17
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Asian Studies Grad Grp,1,1
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Demography,3,3
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,16,16
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies Grad Grp,6,6
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Geography,9,9
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,History,32,32
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Latin Am Stds Grad Grp,1,1
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Linguistics,7,7
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Political Science,20,20
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Psychology,20,20
1992-93,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology,15,15
1992-93,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,10,10
1992-93,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Comp Biochem Grad Grp,5,5
1992-93,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Group,6,6
1992-93,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",30,30
1992-93,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Science & Tox,3,3
1992-93,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Other CNR Programs,7,7
1992-93,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,1,1
1992-93,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Wood Sci & Tech Grad Grp,1,1
1992-93,3,Doctoral,All,Goldman School Pub Pol,Goldman School Pub Pol,Public Policy,1,1
1992-93,3,Doctoral,All,Grad School of Education,Grad School of Education,Education,34,34
1992-93,3,Doctoral,All,Grad School of Education,Grad School of Education,Sci & Math Educ Grad Grp,2,2
1992-93,3,Doctoral,All,Graduate Division,Graduate Division,Interdisc Doctoral Pgms,33,33
1992-93,3,Doctoral,All,Haas School of Business,Haas School of Business,Business,12,12
1992-93,3,Doctoral,All,I School,I School,Library & Info Studies,7,7
1992-93,3,Doctoral,All,School of Law,School of Law,JSP Grad Pgm,3,3
1992-93,3,Doctoral,All,School of Optometry,School of Optometry,Optometry,3,3
1992-93,3,Doctoral,All,School of Public Health,School of Public Health,Biostatistics Grad Grp,5,5
1992-93,3,Doctoral,All,School of Public Health,School of Public Health,Envir Health Sci Grad Grp,4,4
1992-93,3,Doctoral,All,School of Public Health,School of Public Health,Epidemiology Grad Grp,5,5
1992-93,3,Doctoral,All,School of Public Health,School of Public Health,Hlth Svcs Pol An Grad Grp,1,1
1992-93,3,Doctoral,All,School of Public Health,School of Public Health,Public Health,10,10
1992-93,3,Doctoral,All,School of Social Welfare,School of Social Welfare,Social Welfare,7,7
1993-94,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,87,80
1993-94,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chemistry,57,54.5
1993-94,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Bioengineering,16,16
1993-94,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,124,124
1993-94,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Comp Sci,233,226
1993-94,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,21,20.5
1993-94,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Rsch,26,25.5
1993-94,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,46,34.5
1993-94,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,132,126
1993-94,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,20,14
1993-94,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Ocean Eng Grad Grp,5,5
1993-94,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Architecture,176,176
1993-94,1,Bachelor,All,Clg of Env Design,Clg of Env Design,City & Regional Planning,1,1
1993-94,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Landscape Arch & Env Plan,13,13
1993-94,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Other Env Design Programs,1,1
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Chemistry,5,4.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Computer Science,100,90.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Legal Studies,91,83
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Social Welfare,77,65
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Art Practice,76,67.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Classics,8,7
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Comparative Literature,37,34.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,East Asian Lang & Culture,23,19.83333333
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,English,452,424.8333333
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Film and Media,23,21
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,French,46,33.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,German,22,16
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,History of Art,63,59
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Italian Studies,12,9.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Music,31,27.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Studies,13,8.333333333
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Other Arts & Humanities,3,3
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Philosophy,64,58.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rhetoric,109,94
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Scandinavian,7,5.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Slavic Languages & Lit,8,6.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,South & SE Asian Studies,3,2
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Spanish & Portuguese,68,50.33333333
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Theater Dance & Perf Stds,23,19
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Integrative Biology,225,209.8333333
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Molecular & Cell Biology,445,419.8333333
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Other Bio Sciences Pgms,4,4
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Physical Education,17,16
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Astronomy,14,11
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,10,9.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,90,76.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Other Phys Sci Programs,7,7
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,50,41.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,15,11.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,African American Studies,15,13.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,178,165
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,382,338.3333333
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies,68,67
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Gender & Womens Studies,20,17
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Geography,56,52
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,History,301,280
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Linguistics,23,20
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Other Social Sciences,94,92
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Political Science,347,316.1666667
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Psychology,365,331
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology,178,164.5
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Undergraduate Div,IAS Teaching Program,258,233.1666667
1993-94,1,Bachelor,All,Clg of Letters & Science,L&S-Undergraduate Div,UGIS-UG Interdisc Studies,235,213.3333333
1993-94,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,35,35
1993-94,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",80,80
1993-94,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Science & Tox,40,40
1993-94,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Other CNR Programs,17,17
1993-94,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,13,13
1993-94,1,Bachelor,All,Haas School of Business,Haas School of Business,Business,244,244
1993-94,1,Bachelor,All,School of Optometry,School of Optometry,Optometry,60,60
1993-94,2,Masters/Professional,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,10,10
1993-94,2,Masters/Professional,All,Clg of Chemistry,Clg of Chemistry,Chemistry,9,9
1993-94,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,173,173
1993-94,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Comp Sci,97,97
1993-94,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Rsch,24,24
1993-94,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,19,19
1993-94,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,62,62
1993-94,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,7,7
1993-94,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Ocean Eng Grad Grp,8,8
1993-94,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,Architecture,72,72
1993-94,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,City & Regional Planning,40,40
