Academic Yr,DegLvl,DegLvlDesc,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Student Headcount,Prorated Student Major Cnt Sum
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Scandinavian,11,7.666666667
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Slavic Languages & Lit,15,10.33333333
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,South & SE Asian Studies,22,15.16666667
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Spanish & Portuguese,71,50.66666667
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Theater Dance & Perf Stds,44,35
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Integrative Biology,257,235.6666667
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Molecular & Cell Biology,585,539.1666667
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Astronomy,27,16.66666667
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,20,17.5
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,169,139.1666667
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Other Phys Sci Programs,4,4
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,69,50.33333333
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,60,44.33333333
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,African American Studies,10,8
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,140,121.8333333
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,452,395
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies,80,68
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Gender & Womens Studies,18,12.5
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Geography,29,26.5
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,History,235,202.8333333
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Linguistics,55,46
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Political Science,524,436.5
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Psychology,375,328.6666667
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology,219,194.8333333
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Undergraduate Div,IAS Teaching Program,351,312.8333333
2007-08,1,Bachelor,All,Clg of Letters & Science,L&S-Undergraduate Div,UGIS-UG Interdisc Studies,571,512.8333333
2007-08,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,45,43
2007-08,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",181,177.5
2007-08,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Science & Tox,93,92
2007-08,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,56,54.5
2007-08,1,Bachelor,All,Haas School of Business,Haas School of Business,Business,374,374
2007-08,2,Masters/Professional,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,12,12
2007-08,2,Masters/Professional,All,Clg of Chemistry,Clg of Chemistry,Chemistry,14,14
2007-08,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Bioengineering,3,3
2007-08,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,178,178
2007-08,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Comp Sci,68,68
2007-08,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Rsch,25,25
2007-08,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,12,12
2007-08,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,63,63
2007-08,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,14,14
2007-08,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,Architecture,41,41
2007-08,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,City & Regional Planning,46,46
2007-08,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,Landscape Arch & Env Plan,23,23
2007-08,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,Other Env Design Programs,2,2
2007-08,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,Urban Design Grad Grp,6,6
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Anc Hist Med Arc Grad Grp,3,3
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Art Practice,6,6
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Classics,4,4
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Comparative Literature,1,1
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,East Asian Lang & Culture,2,2
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,English,4,4
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,French,6,6
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,German,7,7
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Italian Studies,2,2
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Music,7,7
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Studies,2,2
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Performance Stds Grad Grp,2,2
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rhetoric,7,7
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Slavic Languages & Lit,5,5
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,South & SE Asian Studies,5,5
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Spanish & Portuguese,6,6
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Bio Sciences Div,Endocrinology Grad Grp,3,3
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Bio Sciences Div,Integrative Biology,2,2
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Bio Sciences Div,Molecular & Cell Biology,8,8
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Astronomy,3,3
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,1,1
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,11,11
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,20,20
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,16,16
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,African American Studies,3,3
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,6,6
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Asian Studies Grad Grp,5,5
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Demography,7,7
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,13,13
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies Grad Grp,5,5
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Folklore Grad Grp,1,1
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Geography,1,0.5
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,History,16,16
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Intl & Area Stds Grad Grp,8,6.5
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Latin Am Stds Grad Grp,10,10
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Linguistics,9,9
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Political Science,28,27
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Psychology,10,10
2007-08,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology,12,12
2007-08,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,6,6
2007-08,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Group,18,18
2007-08,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",6,6
2007-08,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Metabolic Bio Grad Grp,3,3
2007-08,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Molecular Tox Grad Grp,1,1
2007-08,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,1,1
2007-08,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Range Mgmt Grad Grp,2,2
2007-08,2,Masters/Professional,All,Goldman School Pub Pol,Goldman School Pub Pol,Public Policy,65,65
2007-08,2,Masters/Professional,All,Grad School of Education,Grad School of Education,Education,123,123
2007-08,2,Masters/Professional,All,Grad School of Journalism,Grad School of Journalism,Journalism,55,55
2007-08,2,Masters/Professional,All,Haas School of Business,Haas School of Business,Business,617,618
2007-08,2,Masters/Professional,All,I School,I School,Information,31,31
2007-08,2,Masters/Professional,All,School of Law,School of Law,JSP Grad Pgm,5,5
2007-08,2,Masters/Professional,All,School of Law,School of Law,Law,382,382
2007-08,2,Masters/Professional,All,School of Optometry,School of Optometry,Optometry,54,54
2007-08,2,Masters/Professional,All,School of Optometry,School of Optometry,Vision Science Grad Grp,3,3
2007-08,2,Masters/Professional,All,School of Public Health,School of Public Health,Biostatistics Grad Grp,2,2
2007-08,2,Masters/Professional,All,School of Public Health,School of Public Health,Envir Health Sci Grad Grp,6,6
2007-08,2,Masters/Professional,All,School of Public Health,School of Public Health,Epidemiology Grad Grp,2,2
2007-08,2,Masters/Professional,All,School of Public Health,School of Public Health,Hlth & Med Sci Grad Grp,14,14
2007-08,2,Masters/Professional,All,School of Public Health,School of Public Health,Public Health,140,140
2007-08,2,Masters/Professional,All,School of Social Welfare,School of Social Welfare,Social Welfare,92,92
2007-08,3,Doctoral,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,26,26
2007-08,3,Doctoral,All,Clg of Chemistry,Clg of Chemistry,Chemistry,75,75
2007-08,3,Doctoral,All,Clg of Engineering,Clg of Engineering,App Sci & Tech Grad Grp,4,4
2007-08,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Bioengineering,18,18
2007-08,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,28,28
2007-08,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Comp Sci,87,87
2007-08,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,15,15
2007-08,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,48,48
2007-08,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,13,13
2007-08,3,Doctoral,All,Clg of Env Design,Clg of Env Design,Architecture,3,3
2007-08,3,Doctoral,All,Clg of Env Design,Clg of Env Design,City & Regional Planning,10,10
2007-08,3,Doctoral,All,Clg of Env Design,Clg of Env Design,Landscape Arch & Env Plan,2,2
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Anc Hist Med Arc Grad Grp,2,2
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Buddhist Studies Grad Grp,2,2
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Classics,3,3
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Comparative Literature,4,4
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,English,13,13
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,French,4,4
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,German,4,4
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,History of Art,5,5
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Italian Studies,5,5
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Jewish Studies Program,1,1
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Music,5,5
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Studies,4,4
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Performance Stds Grad Grp,3,3
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Philosophy,5,5
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rhetoric,5,5
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rom Lang & Lit Grad Pgm,1,1
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Scandinavian,1,1
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Slavic Languages & Lit,3,3
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,South & SE Asian Studies,3,3
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Spanish & Portuguese,5,5
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Biophysics Grad Grp,9,9
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Endocrinology Grad Grp,2,2
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Integrative Biology,18,18
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Molecular & Cell Biology,42,42
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Neuroscience Grad Program,6,6
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Astronomy,9,9
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,6,6
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Logic & Meth Sci Grad Grp,3,3
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,24,24
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,27,27
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,5,5
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,African American Studies,3,3
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,17,17
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Demography,1,1
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,35,35
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies Grad Grp,3,3
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Geography,12,12
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,History,19,19
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Linguistics,4,4
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Political Science,21,21
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Psychology,14,14
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology,16,16
2007-08,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology/Demog Grad Grp,3,3
2007-08,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,13,13
2007-08,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Comp Biochem Grad Grp,4,4
2007-08,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Group,4,4
2007-08,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",27,27
2007-08,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Microbiology Grad Grp,9,9
2007-08,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Molecular Tox Grad Grp,4,4
2007-08,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,5,5
2007-08,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Wood Sci & Tech Grad Grp,1,1
2007-08,3,Doctoral,All,Goldman School Pub Pol,Goldman School Pub Pol,Public Policy,1,1
2007-08,3,Doctoral,All,Grad School of Education,Grad School of Education,Education,28,28
2007-08,3,Doctoral,All,Grad School of Education,Grad School of Education,Sci & Math Educ Grad Grp,1,1
2007-08,3,Doctoral,All,Graduate Division,Graduate Division,Interdisc Doctoral Pgms,2,2
2007-08,3,Doctoral,All,Haas School of Business,Haas School of Business,Business,14,14
2007-08,3,Doctoral,All,School of Law,School of Law,JSP Grad Pgm,5,5
2007-08,3,Doctoral,All,School of Optometry,School of Optometry,Vision Science Grad Grp,7,7
2007-08,3,Doctoral,All,School of Public Health,School of Public Health,Biostatistics Grad Grp,5,5
2007-08,3,Doctoral,All,School of Public Health,School of Public Health,Envir Health Sci Grad Grp,1,1
2007-08,3,Doctoral,All,School of Public Health,School of Public Health,Epidemiology Grad Grp,6,6
2007-08,3,Doctoral,All,School of Public Health,School of Public Health,Hlth Svcs Pol An Grad Grp,3,3
2007-08,3,Doctoral,All,School of Public Health,School of Public Health,Inf Dis & Imm Grad Grp,2,2
2007-08,3,Doctoral,All,School of Public Health,School of Public Health,Public Health,8,8
2007-08,3,Doctoral,All,School of Social Welfare,School of Social Welfare,Social Welfare,9,9
2008-09,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,85,81.5
2008-09,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chemistry,140,140
2008-09,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Bioengineering,89,87
2008-09,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,112,112
2008-09,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Comp Sci,267,261.5
2008-09,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,17,17
2008-09,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Rsch,56,56
2008-09,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,42,27.5
2008-09,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,159,151.5
2008-09,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,14,11
2008-09,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Architecture,172,172
2008-09,1,Bachelor,All,Clg of Env Design,Clg of Env Design,City & Regional Planning,27,27
2008-09,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Landscape Arch & Env Plan,10,10
2008-09,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Other Env Design Programs,1,1
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Chemistry,7,5
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Computer Science,79,70
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Envir Econ & Policy,53,50
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Legal Studies,150,123.3333333
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Ops Rsch & Mgmt Sci,14,10.5
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Public Health,110,99
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Social Welfare,106,88.16666667
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Art Practice,89,77.83333333
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Classics,34,29
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Comparative Literature,25,21.5
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,East Asian Lang & Culture,52,38.83333333
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,English,353,322
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Film and Media,47,40
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,French,31,20.83333333
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,German,21,13.83333333
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,History of Art,75,65.5
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Italian Studies,11,7
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Music,35,28
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Studies,15,11.5
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Philosophy,109,92.5
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rhetoric,113,89.5
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Scandinavian,5,4
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Slavic Languages & Lit,11,8.5
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,South & SE Asian Studies,22,15.16666667
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Spanish & Portuguese,54,41.5
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Theater Dance & Perf Stds,35,30.5
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Integrative Biology,295,268.8333333
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Molecular & Cell Biology,621,570.5
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Astronomy,26,16.33333333
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,32,29
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,196,164.6666667
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Other Phys Sci Programs,3,3
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,76,56.33333333
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,45,31.83333333
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,African American Studies,12,10
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,122,110.5
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,497,437.1666667
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies,81,66.83333333
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Gender & Womens Studies,18,15.5
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Geography,33,31
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,History,239,216
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Linguistics,49,38.5
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Other Social Sciences,2,2
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Political Science,475,400.6666667
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Psychology,399,344.5
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology,262,231.3333333
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Undergraduate Div,IAS Teaching Program,401,363.8333333
2008-09,1,Bachelor,All,Clg of Letters & Science,L&S-Undergraduate Div,UGIS-UG Interdisc Studies,580,527.1666667
2008-09,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,46,45
2008-09,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",231,229.5
2008-09,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Science & Tox,90,89.5
2008-09,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,62,60
2008-09,1,Bachelor,All,Haas School of Business,Haas School of Business,Business,327,327
2008-09,2,Masters/Professional,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,7,7
2008-09,2,Masters/Professional,All,Clg of Chemistry,Clg of Chemistry,Chemistry,19,19
2008-09,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Bioengineering,5,5
2008-09,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,149,150
2008-09,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Comp Sci,56,56
2008-09,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Rsch,33,33
2008-09,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,24,24
2008-09,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,82,82
2008-09,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,9,9
2008-09,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,Architecture,40,40
2008-09,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,City & Regional Planning,44,44
2008-09,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,Landscape Arch & Env Plan,30,30
2008-09,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,Urban Design Grad Grp,8,8
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Anc Hist Med Arc Grad Grp,3,3
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Art Practice,7,7
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Classics,7,7
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Comparative Literature,1,1
